,SalePrice,Neighborhood,Year Built
1003,,Gilbert,1997.0
1004,,Gilbert,1998.0
1005,,Gilbert,1995.0
1006,,Gilbert,1994.0
1007,,Gilbert,1991.0
1008,,StoneBr,1988.0
1009,,StoneBr,1989.0
1010,,StoneBr,2005.0
1011,,StoneBr,2005.0
1012,,StoneBr,2004.0
1013,,Gilbert,1952.0
1014,,StoneBr,2007.0
1015,,Gilbert,1950.0
1016,,NWAmes,1986.0
1017,,NWAmes,1988.0
1018,,NWAmes,1981.0
1019,,NWAmes,1983.0
1020,,NWAmes,1978.0
1021,,NWAmes,1979.0
1022,,NWAmes,1977.0
1023,,NWAmes,1976.0
1024,,NWAmes,1977.0
1025,,NWAmes,1980.0
1026,,NWAmes,1969.0
1027,,NWAmes,1978.0
1028,,NWAmes,1976.0
1029,,NWAmes,1976.0
1030,,NWAmes,1976.0
1031,,NWAmes,1973.0
1032,,NWAmes,1996.0
1033,,NAmes,1974.0
1034,,NAmes,1969.0
1035,,NAmes,1969.0
1036,,NAmes,1971.0
1037,,NAmes,1972.0
1038,,NAmes,1998.0
1039,,BrDale,1973.0
1040,,BrDale,1973.0
1041,,BrDale,1972.0
1042,,BrDale,1970.0
1043,,BrDale,1971.0
1044,,BrDale,1971.0
1045,,BrDale,1972.0
1046,,NPkVill,1977.0
1047,,NPkVill,1975.0
1048,,NPkVill,1977.0
1049,,NAmes,1966.0
1050,,NridgHt,2008.0
1051,,NridgHt,2007.0
1052,,NridgHt,2007.0
1053,,NridgHt,2008.0
1054,,NridgHt,2007.0
1055,,NridgHt,2007.0
1056,,NridgHt,2007.0
1057,,NridgHt,2007.0
1058,,NridgHt,2006.0
1059,,NridgHt,2005.0
1060,,NridgHt,2005.0
1061,,NridgHt,2007.0
1062,,NridgHt,2004.0
1063,,NridgHt,2003.0
1064,,NridgHt,2003.0
1065,,NridgHt,2003.0
1066,,NridgHt,2003.0
1067,,NridgHt,2001.0
1068,,NridgHt,2003.0
1069,,NridgHt,2008.0
1070,,NridgHt,2008.0
1071,,NridgHt,2005.0
1072,,NridgHt,2003.0
1073,,NridgHt,2005.0
1074,,NridgHt,2007.0
1075,,NridgHt,2006.0
1076,,NridgHt,2006.0
1077,,NridgHt,2003.0
1078,,NridgHt,2003.0
1079,,NridgHt,2004.0
1080,,Blmngtn,2003.0
1081,,Blmngtn,2004.0
1082,,Blmngtn,2005.0
1083,,Blmngtn,2007.0
1084,,Blmngtn,2007.0
1085,,Gilbert,2004.0
1086,,Gilbert,2004.0
1087,,Gilbert,2005.0
1088,,Gilbert,2005.0
1089,,Gilbert,2002.0
1090,,Gilbert,2003.0
1091,,NridgHt,2007.0
1092,,Gilbert,2000.0
1093,,Gilbert,2000.0
1094,,Gilbert,2004.0
1095,,Gilbert,2002.0
1096,,Gilbert,1999.0
1097,,Gilbert,1999.0
1098,,NoRidge,1997.0
1099,,NoRidge,1998.0
1100,,NoRidge,2000.0
1101,,NoRidge,2000.0
1102,,NoRidge,1998.0
1103,,NoRidge,1996.0
1104,,NoRidge,1995.0
1105,,NoRidge,1995.0
1106,,NoRidge,1993.0
1107,,NoRidge,1993.0
1108,,NoRidge,1994.0
1109,,NoRidge,1994.0
1110,,Somerst,2007.0
1111,,Somerst,2007.0
1112,,Somerst,2006.0
1113,,Somerst,2006.0
1114,,Somerst,2008.0
1115,,Somerst,2007.0
1116,,Somerst,2008.0
1117,,Somerst,2007.0
1118,,Somerst,2007.0
1119,,Somerst,2006.0
1120,,Somerst,2007.0
1121,,Somerst,2007.0
1122,,Somerst,2007.0
1123,,Somerst,2005.0
1124,,Somerst,2003.0
1125,,Somerst,2005.0
1126,,Somerst,2007.0
1127,,Somerst,2007.0
1128,,Somerst,2007.0
1129,,Somerst,2007.0
1130,,Somerst,2003.0
1131,,SawyerW,2004.0
1132,,SawyerW,2003.0
1133,,SawyerW,2003.0
1134,,SawyerW,2005.0
1135,,SawyerW,2004.0
1136,,SawyerW,2003.0
1137,,SawyerW,2004.0
1138,,SawyerW,2007.0
1139,,SawyerW,1995.0
1140,,SawyerW,1993.0
1141,,SawyerW,1994.0
1142,,SawyerW,1994.0
1143,,SawyerW,2001.0
1144,,SawyerW,1992.0
1145,,SawyerW,1991.0
1146,,SawyerW,1993.0
1147,,SawyerW,1993.0
1148,,SawyerW,1993.0
1149,,Sawyer,1963.0
1150,,Sawyer,1962.0
1151,,Sawyer,1961.0
1152,,Sawyer,1968.0
1153,,Sawyer,1963.0
1154,,Sawyer,1961.0
1155,,Veenker,1974.0
1156,,Sawyer,1972.0
1157,,NoRidge,1990.0
1158,,NoRidge,1993.0
1159,,Somerst,2004.0
1160,,Somerst,2006.0
1161,,Somerst,2004.0
1162,,Somerst,2005.0
1163,,Somerst,2007.0
1164,,Somerst,2007.0
1165,,Somerst,1999.0
1166,,Somerst,1999.0
1167,,Somerst,2000.0
1168,,Somerst,2001.0
1169,,Somerst,2001.0
1170,,Somerst,1999.0
1171,,Somerst,1999.0
1172,,Somerst,1999.0
1173,,Somerst,1999.0
1174,,Somerst,2001.0
1175,,Somerst,1999.0
1176,,Somerst,1999.0
1177,,Somerst,1998.0
1178,,Veenker,1996.0
1179,,Veenker,1995.0
1180,,Veenker,1993.0
1181,,Veenker,1984.0
1182,,Veenker,1977.0
1183,,Veenker,1976.0
1184,,Somerst,2002.0
1185,,NWAmes,1970.0
1186,,NWAmes,1969.0
1187,,NWAmes,1968.0
1188,,NWAmes,1971.0
1189,,NWAmes,1967.0
1190,,NWAmes,1965.0
1191,,NWAmes,1974.0
1192,,NAmes,1968.0
1193,,NAmes,1965.0
1194,,NAmes,1965.0
1195,,NAmes,1965.0
1196,,NAmes,1965.0
1197,,NWAmes,1973.0
1198,,NWAmes,1971.0
1199,,NWAmes,1976.0
1200,,NWAmes,1974.0
1201,,NWAmes,1966.0
1202,,NAmes,1961.0
1203,,NWAmes,1968.0
1204,,NAmes,1956.0
1205,,NAmes,1957.0
1206,,NAmes,1956.0
1207,,NAmes,1963.0
1208,,NAmes,1964.0
1209,,NAmes,1966.0
1210,,NAmes,1965.0
1211,,NAmes,1964.0
1212,,NAmes,1965.0
1213,,NAmes,1964.0
1214,,NAmes,1961.0
1215,,NAmes,1959.0
1216,,NAmes,1959.0
1217,,NAmes,1960.0
1218,,NAmes,1960.0
1219,,BrkSide,1949.0
1220,,BrkSide,1935.0
1221,,BrkSide,1939.0
1222,,BrkSide,1937.0
1223,,NAmes,1960.0
1224,,NAmes,1950.0
1225,,NAmes,1950.0
1226,,NAmes,1955.0
1227,,NAmes,1953.0
1228,,NAmes,1965.0
1229,,NAmes,1961.0
1230,,NAmes,1961.0
1231,,NAmes,1962.0
1232,,NAmes,1962.0
1233,,NAmes,1966.0
1234,,NAmes,1955.0
1235,,NAmes,1963.0
1236,,NAmes,1962.0
1237,,NAmes,1957.0
1238,,NAmes,1959.0
1239,,NAmes,1958.0
1240,,NAmes,1958.0
1241,,NAmes,1956.0
1242,,NAmes,1957.0
1243,,NAmes,1958.0
1244,,NAmes,1956.0
1245,,NAmes,1952.0
1246,,NAmes,1953.0
1247,,NAmes,1953.0
1248,,NAmes,1957.0
1249,,NAmes,1951.0
1250,,NAmes,1953.0
1251,,NAmes,1957.0
1252,,NAmes,1947.0
1253,,NAmes,1957.0
1254,,OldTown,1948.0
1255,,OldTown,1925.0
1256,,NAmes,1945.0
1257,,OldTown,1940.0
1258,,OldTown,1922.0
1259,,OldTown,1900.0
1260,,NAmes,1962.0
1261,,NAmes,1968.0
1262,,NAmes,1958.0
1263,,NAmes,1960.0
1264,,NAmes,1960.0
1265,,NAmes,1960.0
1266,,NAmes,1953.0
1267,,NAmes,1951.0
1268,,NAmes,1950.0
1269,,NAmes,1960.0
1270,,NAmes,1959.0
1271,,NAmes,1962.0
1272,,NAmes,1960.0
1273,,NAmes,1948.0
1274,,NAmes,1954.0
1275,,NAmes,1954.0
1276,,NAmes,1954.0
1277,,NAmes,1961.0
1278,,NAmes,1955.0
1279,,NAmes,1954.0
1280,,NAmes,1963.0
1281,,NAmes,1964.0
1282,,NAmes,1963.0
1283,,OldTown,2008.0
1284,,OldTown,1925.0
1285,,OldTown,1904.0
1286,,OldTown,1948.0
1287,,OldTown,1910.0
1288,,OldTown,1920.0
1289,,OldTown,1940.0
1290,,OldTown,1915.0
1291,,OldTown,1910.0
1292,,OldTown,2003.0
1293,,OldTown,1940.0
1294,,OldTown,1920.0
1295,,OldTown,1920.0
1296,,OldTown,1940.0
1297,,OldTown,1910.0
1298,,OldTown,1890.0
1299,,OldTown,1948.0
1300,,OldTown,1948.0
1301,,OldTown,1946.0
1302,,OldTown,1946.0
1303,,OldTown,1957.0
1304,,OldTown,1954.0
1305,,OldTown,1949.0
1306,,OldTown,1880.0
1307,,OldTown,1900.0
1308,,OldTown,1915.0
1309,,OldTown,1920.0
1310,,OldTown,1916.0
1311,,OldTown,1900.0
1312,,OldTown,1920.0
1313,,OldTown,1917.0
1314,,OldTown,1905.0
1315,,OldTown,1928.0
1316,,OldTown,1905.0
1317,,OldTown,1914.0
1318,,OldTown,1872.0
1319,,OldTown,1926.0
1320,,OldTown,1893.0
1321,,OldTown,1920.0
1322,,OldTown,1890.0
1323,,OldTown,1959.0
1324,,OldTown,1954.0
1325,,OldTown,1956.0
1326,,OldTown,1958.0
1327,,BrkSide,1928.0
1328,,BrkSide,1945.0
1329,,BrkSide,1930.0
1330,,BrkSide,1935.0
1331,,BrkSide,1924.0
1332,,BrkSide,1941.0
1333,,BrkSide,1900.0
1334,,BrkSide,1940.0
1335,,BrkSide,1924.0
1336,,BrkSide,1929.0
1337,,BrkSide,1937.0
1338,,BrkSide,1939.0
1339,,BrkSide,1926.0
1340,,BrkSide,1920.0
1341,,BrkSide,1946.0
1342,,BrkSide,1929.0
1343,,BrkSide,1945.0
1344,,BrkSide,1930.0
1345,,BrkSide,1939.0
1346,,OldTown,1923.0
1347,,OldTown,1931.0
1348,,BrkSide,1920.0
1349,,BrkSide,1927.0
1350,,BrkSide,1948.0
1351,,BrkSide,1923.0
1352,,BrkSide,1925.0
1353,,BrkSide,1915.0
1354,,BrkSide,1940.0
1355,,BrkSide,1918.0
1356,,OldTown,1910.0
1357,,OldTown,1925.0
1358,,OldTown,1910.0
1359,,IDOTRR,1930.0
1360,,IDOTRR,1952.0
1361,,IDOTRR,1938.0
1362,,IDOTRR,1915.0
1363,,IDOTRR,1925.0
1364,,IDOTRR,1925.0
1365,,IDOTRR,1920.0
1366,,OldTown,1955.0
1367,,OldTown,1920.0
1368,,IDOTRR,1912.0
1369,,IDOTRR,1915.0
1370,,IDOTRR,1906.0
1371,,Sawyer,1947.0
1372,,Sawyer,1968.0
1373,,Sawyer,1948.0
1374,,ClearCr,1959.0
1375,,Edwards,1940.0
1376,,Sawyer,1963.0
1377,,Sawyer,1965.0
1378,,Sawyer,1978.0
1379,,Sawyer,1966.0
1380,,Sawyer,1967.0
1381,,Sawyer,1967.0
1382,,Sawyer,1978.0
1383,,Sawyer,1967.0
1384,,Sawyer,1984.0
1385,,Sawyer,1969.0
1386,,Sawyer,1920.0
1387,,Sawyer,1959.0
1388,,Sawyer,1966.0
1389,,Sawyer,1963.0
1390,,Sawyer,1956.0
1391,,Sawyer,1954.0
1392,,ClearCr,1960.0
1393,,Sawyer,1958.0
1394,,Sawyer,1940.0
1395,,ClearCr,1960.0
1396,,Sawyer,1941.0
1397,,Sawyer,1970.0
1398,,ClearCr,1996.0
1399,,ClearCr,1977.0
1400,,ClearCr,1979.0
1401,,ClearCr,1954.0
1402,,ClearCr,1954.0
1403,,Edwards,1959.0
1404,,Edwards,1948.0
1405,,Edwards,1953.0
1406,,ClearCr,1908.0
1407,,Edwards,1940.0
1408,,Edwards,1918.0
1409,,Edwards,1935.0
1410,,Edwards,1956.0
1411,,Edwards,1975.0
1412,,Edwards,1962.0
1413,,Edwards,1900.0
1414,,Edwards,1910.0
1415,,Edwards,1950.0
1416,,Edwards,1924.0
1417,,Edwards,1941.0
1418,,SawyerW,1990.0
1419,,SawyerW,1995.0
1420,,SawyerW,1994.0
1421,,SawyerW,1993.0
1422,,SawyerW,1996.0
1423,,CollgCr,2007.0
1424,,CollgCr,2007.0
1425,,CollgCr,2008.0
1426,,CollgCr,2008.0
1427,,SawyerW,1993.0
1428,,SawyerW,1995.0
1429,,ClearCr,1966.0
1430,,ClearCr,1997.0
1431,,CollgCr,1994.0
1432,,CollgCr,1995.0
1433,,CollgCr,1994.0
1434,,CollgCr,1997.0
1435,,CollgCr,1997.0
1436,,CollgCr,2000.0
1437,,CollgCr,1999.0
1438,,CollgCr,1998.0
1439,,CollgCr,1999.0
1440,,CollgCr,2002.0
1441,,CollgCr,2001.0
1442,,CollgCr,2000.0
1443,,CollgCr,2001.0
1444,,CollgCr,1975.0
1445,,CollgCr,1977.0
1446,,CollgCr,1978.0
1447,,CollgCr,1978.0
1448,,CollgCr,1975.0
1449,,CollgCr,1975.0
1450,,CollgCr,1975.0
1451,,CollgCr,1972.0
1452,,CollgCr,1972.0
1453,,CollgCr,2002.0
1454,,CollgCr,2002.0
1455,,CollgCr,2000.0
1456,,CollgCr,2001.0
1457,,CollgCr,1999.0
1458,,CollgCr,1998.0
1459,,CollgCr,2001.0
1460,,CollgCr,2001.0
1461,,CollgCr,2002.0
1462,,CollgCr,2002.0
1463,,CollgCr,2003.0
1464,,CollgCr,2003.0
1465,,CollgCr,2003.0
1466,,CollgCr,1999.0
1467,,CollgCr,1994.0
1468,,CollgCr,2003.0
1469,,CollgCr,2004.0
1470,,CollgCr,1997.0
1471,,CollgCr,1997.0
1472,,CollgCr,2002.0
1473,,CollgCr,2003.0
1474,,CollgCr,2004.0
1475,,CollgCr,2004.0
1476,,CollgCr,2004.0
1477,,CollgCr,2007.0
1478,,CollgCr,2007.0
1479,,CollgCr,2007.0
1480,,CollgCr,2005.0
1481,,CollgCr,2004.0
1482,,CollgCr,2004.0
1483,,CollgCr,2004.0
1484,,CollgCr,2004.0
1485,,Edwards,1910.0
1486,,Edwards,1900.0
1487,,Edwards,1966.0
1488,,Edwards,1965.0
1489,,Edwards,1976.0
1490,,Edwards,1976.0
1491,,Edwards,1940.0
1492,,Edwards,1972.0
1493,,Edwards,2003.0
1494,,Edwards,1977.0
1495,,Edwards,1976.0
1496,,Edwards,2005.0
1497,,Edwards,1959.0
1498,,Edwards,2008.0
1499,,Edwards,2005.0
1500,,Edwards,1955.0
1501,,Edwards,1955.0
1502,,Edwards,1955.0
1503,,Edwards,1955.0
1504,,Edwards,1955.0
1505,,Edwards,1938.0
1506,,Edwards,1947.0
1507,,Edwards,1953.0
1508,,Edwards,1946.0
1509,,Edwards,1954.0
1510,,Edwards,1955.0
1511,,Edwards,1954.0
1512,,Edwards,1923.0
1513,,Edwards,1925.0
1514,,Edwards,1914.0
1515,,SWISU,1912.0
1516,,SWISU,1925.0
1517,,SWISU,1939.0
1518,,SWISU,1925.0
1519,,SWISU,1921.0
1520,,SWISU,1911.0
1521,,SWISU,1921.0
1522,,SWISU,1930.0
1523,,Crawfor,1926.0
1524,,Crawfor,1922.0
1525,,Crawfor,1915.0
1526,,Crawfor,1914.0
1527,,SWISU,1930.0
1528,,Crawfor,1925.0
1529,,SWISU,1936.0
1530,,Crawfor,1923.0
1531,,Crawfor,1931.0
1532,,Crawfor,1934.0
1533,,Crawfor,1937.0
1534,,Crawfor,1938.0
1535,,Crawfor,1951.0
1536,,Crawfor,1935.0
1537,,Crawfor,1935.0
1538,,Crawfor,1939.0
1539,,Crawfor,1950.0
1540,,Crawfor,1956.0
1541,,Crawfor,1954.0
1542,,Blueste,1980.0
1543,,Blueste,1980.0
1544,,IDOTRR,1926.0
1545,,IDOTRR,1940.0
1546,,IDOTRR,1922.0
1547,,IDOTRR,1930.0
1548,,IDOTRR,1940.0
1549,,IDOTRR,1930.0
1550,,IDOTRR,1967.0
1551,,IDOTRR,1930.0
1552,,IDOTRR,1958.0
1553,,IDOTRR,1952.0
1554,,IDOTRR,1895.0
1555,,IDOTRR,1920.0
1556,,IDOTRR,1910.0
1557,,IDOTRR,1935.0
1558,,IDOTRR,1920.0
1559,,Crawfor,2008.0
1560,,Crawfor,2007.0
1561,,Crawfor,2004.0
1562,,Crawfor,2004.0
1563,,Mitchel,1996.0
1564,,Mitchel,2002.0
1565,,Mitchel,1996.0
1566,,Mitchel,1977.0
1567,,Mitchel,1977.0
1568,,Mitchel,1976.0
1569,,Mitchel,1991.0
1570,,Timber,1965.0
1571,,Timber,1986.0
1572,,Timber,1976.0
1573,,Timber,2006.0
1574,,Timber,2007.0
1575,,Timber,2007.0
1576,,Timber,2006.0
1577,,Timber,2006.0
1578,,Timber,2008.0
1579,,Timber,1989.0
1580,,Timber,1986.0
1581,,Timber,1986.0
1582,,Timber,1988.0
1583,,Timber,2003.0
1584,,Timber,1999.0
1585,,Timber,2003.0
1586,,Timber,2007.0
1587,,Timber,2005.0
1588,,Mitchel,1997.0
1589,,Mitchel,1997.0
1590,,Mitchel,2007.0
1591,,Mitchel,1997.0
1592,,Mitchel,1964.0
1593,,MeadowV,1975.0
1594,,MeadowV,1976.0
1595,,MeadowV,1976.0
1596,,MeadowV,1973.0
1597,,MeadowV,1973.0
1598,,Mitchel,1968.0
1599,,MeadowV,1970.0
1600,,MeadowV,1972.0
1601,,Mitchel,1954.0
1602,,Mitchel,1983.0
1603,,Mitchel,1984.0
1604,,Mitchel,1982.0
1605,,Mitchel,1982.0
1606,,Mitchel,1982.0
1607,,Mitchel,1940.0
1608,,Mitchel,1984.0
1609,,Mitchel,1969.0
1610,,IDOTRR,1900.0
1611,,NAmes,1971.0
1612,,NAmes,1970.0
1613,,NAmes,1973.0
1614,,NAmes,1970.0
1615,,Gilbert,2003.0
1616,,Gilbert,1995.0
1617,,Gilbert,1997.0
1618,,Gilbert,1997.0
1619,,Gilbert,1997.0
1620,,StoneBr,2000.0
1621,,Gilbert,1994.0
1622,,Gilbert,1999.0
1623,,Gilbert,1996.0
1624,,Gilbert,1995.0
1625,,Gilbert,1999.0
1626,,Gilbert,1992.0
1627,,Gilbert,1991.0
1628,,Gilbert,1992.0
1629,,Gilbert,1993.0
1630,,Gilbert,1964.0
1631,,StoneBr,1986.0
1632,,StoneBr,1984.0
1633,,StoneBr,1988.0
1634,,StoneBr,1990.0
1635,,StoneBr,2005.0
1636,,StoneBr,2005.0
1637,,StoneBr,2006.0
1638,,Gilbert,1969.0
1639,,StoneBr,2006.0
1640,,StoneBr,2007.0
1641,,StoneBr,2006.0
1642,,StoneBr,2006.0
1643,,NWAmes,1981.0
1644,,NWAmes,1984.0
1645,,NWAmes,1984.0
1646,,NWAmes,1981.0
1647,,NWAmes,1978.0
1648,,NWAmes,1979.0
1649,,NWAmes,1977.0
1650,,NWAmes,1976.0
1651,,NWAmes,1978.0
1652,,NWAmes,1984.0
1653,,NWAmes,1979.0
1654,,NWAmes,1979.0
1655,,NWAmes,1969.0
1656,,NWAmes,1971.0
1657,,NWAmes,1971.0
1658,,NWAmes,1968.0
1659,,NWAmes,1976.0
1660,,NWAmes,1976.0
1661,,NWAmes,1974.0
1662,,NAmes,1971.0
1663,,NAmes,1971.0
1664,,NAmes,1972.0
1665,,NAmes,1970.0
1666,,NAmes,1970.0
1667,,NAmes,1971.0
1668,,NAmes,1971.0
1669,,NAmes,1971.0
1670,,NAmes,1961.0
1671,,NAmes,1971.0
1672,,NAmes,1998.0
1673,,NAmes,2001.0
1674,,NAmes,1997.0
1675,,BrDale,1973.0
1676,,BrDale,1973.0
1677,,BrDale,1973.0
1678,,BrDale,1970.0
1679,,BrDale,1971.0
1680,,NPkVill,1976.0
1681,,NPkVill,1976.0
1682,,NPkVill,1978.0
1683,,NAmes,1966.0
1684,,NridgHt,2006.0
1685,,NridgHt,2007.0
1686,,NridgHt,2007.0
1687,,NridgHt,2006.0
1688,,NridgHt,2007.0
1689,,NridgHt,2007.0
1690,,NridgHt,2006.0
1691,,NridgHt,2007.0
1692,,NridgHt,2006.0
1693,,NridgHt,2005.0
1694,,NridgHt,2006.0
1695,,NridgHt,2007.0
1696,,NridgHt,2006.0
1697,,NridgHt,2006.0
1698,,NridgHt,2006.0
1699,,NridgHt,2006.0
1700,,NridgHt,2005.0
1701,,NridgHt,2007.0
1702,,NridgHt,2007.0
1703,,NridgHt,2004.0
1704,,NridgHt,2007.0
1705,,NridgHt,2007.0
1706,,NridgHt,2006.0
1707,,NridgHt,2004.0
1708,,NridgHt,2004.0
1709,,NridgHt,2003.0
1710,,NridgHt,2003.0
1711,,NridgHt,2007.0
1712,,NridgHt,2005.0
1713,,NridgHt,2005.0
1714,,NridgHt,2006.0
1715,,NridgHt,2005.0
1716,,NridgHt,2005.0
1717,,NridgHt,2005.0
1718,,NridgHt,2005.0
1719,,NridgHt,2006.0
1720,,NridgHt,2006.0
1721,,NridgHt,2006.0
1722,,NridgHt,2005.0
1723,,NridgHt,2005.0
1724,,NridgHt,2007.0
1725,,NridgHt,2006.0
1726,,NridgHt,2003.0
1727,,Gilbert,2007.0
1728,,Gilbert,2005.0
1729,,Gilbert,2005.0
1730,,Gilbert,2006.0
1731,,Gilbert,2006.0
1732,,Gilbert,2006.0
1733,,Gilbert,2005.0
1734,,Gilbert,2007.0
1735,,Gilbert,2007.0
1736,,Gilbert,2007.0
1737,,Gilbert,2006.0
1738,,Gilbert,2007.0
1739,,Gilbert,2007.0
1740,,Gilbert,2007.0
1741,,Blmngtn,2006.0
1742,,Blmngtn,2006.0
1743,,Blmngtn,2003.0
1744,,Blmngtn,2007.0
1745,,Gilbert,2004.0
1746,,Gilbert,2004.0
1747,,Gilbert,2004.0
1748,,Gilbert,2004.0
1749,,Gilbert,2006.0
1750,,Gilbert,2004.0
1751,,Gilbert,2003.0
1752,,Gilbert,2003.0
1753,,Gilbert,2000.0
1754,,Gilbert,2002.0
1755,,Gilbert,1999.0
1756,,Gilbert,2000.0
1757,,Gilbert,2003.0
1758,,Gilbert,2000.0
1759,,Gilbert,1999.0
1760,,NoRidge,1996.0
1761,,NoRidge,1997.0
1762,,NoRidge,2000.0
1763,,NoRidge,2001.0
1764,,NoRidge,1998.0
1765,,NoRidge,1998.0
1766,,NoRidge,1998.0
1767,,NoRidge,1994.0
1768,,NoRidge,1996.0
1769,,NoRidge,1996.0
1770,,NoRidge,1995.0
1771,,NoRidge,1995.0
1772,,NoRidge,1992.0
1773,,NoRidge,1992.0
1774,,NoRidge,1996.0
1775,,Somerst,2007.0
1776,,Somerst,2007.0
1777,,Somerst,2006.0
1778,,Somerst,2007.0
1779,,Somerst,2006.0
1780,,Somerst,2007.0
1781,,Somerst,2006.0
1782,,Somerst,2006.0
1783,,Somerst,2007.0
1784,,Somerst,2007.0
1785,,Somerst,2007.0
1786,,Somerst,2006.0
1787,,Somerst,2005.0
1788,,Somerst,2007.0
1789,,Somerst,2005.0
1790,,Somerst,2004.0
1791,,Somerst,2006.0
1792,,Somerst,2006.0
1793,,Somerst,2007.0
1794,,Somerst,2006.0
1795,,Somerst,2007.0
1796,,Somerst,2007.0
1797,,Somerst,2006.0
1798,,Somerst,2007.0
1799,,Somerst,2007.0
1800,,Somerst,2006.0
1801,,Somerst,2007.0
1802,,Somerst,2007.0
1803,,Somerst,2006.0
1804,,Somerst,2004.0
1805,,Somerst,2004.0
1806,,SawyerW,2006.0
1807,,SawyerW,2006.0
1808,,SawyerW,2003.0
1809,,SawyerW,2006.0
1810,,SawyerW,1994.0
1811,,SawyerW,1993.0
1812,,SawyerW,2000.0
1813,,SawyerW,1998.0
1814,,SawyerW,1992.0
1815,,SawyerW,1980.0
1816,,SawyerW,1983.0
1817,,SawyerW,1977.0
1818,,Sawyer,1977.0
1819,,Sawyer,1963.0
1820,,Sawyer,1962.0
1821,,Sawyer,1962.0
1822,,Sawyer,1961.0
1823,,Sawyer,1962.0
1824,,Sawyer,1968.0
1825,,Sawyer,1961.0
1826,,Sawyer,1967.0
1827,,Veenker,1990.0
1828,,Veenker,1974.0
1829,,Sawyer,1974.0
1830,,Sawyer,1975.0
1831,,Sawyer,1973.0
1832,,NoRidge,1990.0
1833,,NoRidge,1992.0
1834,,Somerst,2004.0
1835,,Somerst,2006.0
1836,,Somerst,2006.0
1837,,Somerst,2006.0
1838,,Somerst,2006.0
1839,,Somerst,2006.0
1840,,Somerst,2006.0
1841,,Somerst,2006.0
1842,,Somerst,1999.0
1843,,Somerst,1999.0
1844,,Somerst,2000.0
1845,,Somerst,2000.0
1846,,Somerst,2000.0
1847,,Somerst,2004.0
1848,,Somerst,1999.0
1849,,Somerst,1997.0
1850,,Somerst,1999.0
1851,,Somerst,2003.0
1852,,Somerst,1998.0
1853,,Veenker,1994.0
1854,,Veenker,1980.0
1855,,Veenker,1978.0
1856,,Veenker,1976.0
1857,,Greens,1978.0
1858,,Veenker,1976.0
1859,,Veenker,1976.0
1860,,Veenker,1981.0
1861,,Sawyer,1977.0
1862,,Somerst,2001.0
1863,,NWAmes,1968.0
1864,,NWAmes,1970.0
1865,,NWAmes,1969.0
1866,,NWAmes,1968.0
1867,,NWAmes,1972.0
1868,,NWAmes,1993.0
1869,,NWAmes,1993.0
1870,,NWAmes,1976.0
1871,,NWAmes,1966.0
1872,,NWAmes,1973.0
1873,,NWAmes,1963.0
1874,,NAmes,1967.0
1875,,NAmes,1967.0
1876,,NAmes,1965.0
1877,,NAmes,1958.0
1878,,NAmes,1964.0
1879,,NAmes,1964.0
1880,,NAmes,1960.0
1881,,NAmes,1960.0
1882,,NAmes,1960.0
1883,,NAmes,1958.0
1884,,NAmes,1958.0
1885,,NAmes,1956.0
1886,,NAmes,1959.0
1887,,NAmes,1961.0
1888,,NAmes,1961.0
1889,,NAmes,1960.0
1890,,NAmes,1966.0
1891,,NAmes,1965.0
1892,,NAmes,1964.0
1893,,NAmes,1964.0
1894,,NAmes,1964.0
1895,,NAmes,1959.0
1896,,NAmes,1960.0
1897,,NAmes,1959.0
1898,,NAmes,1962.0
1899,,NAmes,1950.0
1900,,NAmes,1940.0
1901,,BrkSide,1946.0
1902,,BrkSide,1946.0
1903,,BrkSide,1945.0
1904,,BrkSide,1958.0
1905,,NAmes,1964.0
1906,,NAmes,1955.0
1907,,NAmes,1948.0
1908,,NAmes,1941.0
1909,,NAmes,1942.0
1910,,NAmes,1968.0
1911,,NAmes,1966.0
1912,,NAmes,1961.0
1913,,NAmes,1958.0
1914,,NAmes,1958.0
1915,,NAmes,1965.0
1916,,NAmes,1957.0
1917,,NAmes,1956.0
1918,,NAmes,1963.0
1919,,NAmes,1958.0
1920,,NAmes,1958.0
1921,,NAmes,1954.0
1922,,NAmes,1957.0
1923,,NAmes,1960.0
1924,,NAmes,1957.0
1925,,NAmes,1957.0
1926,,NAmes,1956.0
1927,,NAmes,1970.0
1928,,NAmes,1955.0
1929,,NAmes,1955.0
1930,,NAmes,1953.0
1931,,NAmes,1958.0
1932,,NAmes,1952.0
1933,,NAmes,1953.0
1934,,NAmes,1953.0
1935,,NAmes,1956.0
1936,,NAmes,1955.0
1937,,NAmes,1955.0
1938,,NAmes,1955.0
1939,,NAmes,1956.0
1940,,NAmes,1953.0
1941,,OldTown,1952.0
1942,,OldTown,1890.0
1943,,NAmes,1949.0
1944,,NAmes,1953.0
1945,,NAmes,1935.0
1946,,OldTown,1940.0
1947,,OldTown,1956.0
1948,,OldTown,1925.0
1949,,OldTown,1927.0
1950,,OldTown,1895.0
1951,,OldTown,1920.0
1952,,NAmes,1963.0
1953,,NAmes,1961.0
1954,,NAmes,1968.0
1955,,NAmes,1969.0
1956,,NAmes,1949.0
1957,,NAmes,1948.0
1958,,NAmes,1949.0
1959,,NAmes,1950.0
1960,,NAmes,1950.0
1961,,NAmes,1950.0
1962,,NAmes,1960.0
